CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.7,913.0,4.6,743.0,65.0,931.0,66.0,1540.0,884.0,21.8,52.3,1.3539
2.1527495439145157,1082.0,14.5,1134.0,130.0,709.0,131.0,1763.0,1089.0,32.5,27.9,1.3373
1.4,835.0,3.6,688.0,284.0,988.0,122.0,720.0,630.0,2.8,30.3,0.2294
1.2,880.0,2.8,641.0,215.0,1077.0,140.0,759.0,537.0,5.4,30.1,0.2726
1.3,921.0,4.5,736.0,198.0,921.0,125.0,881.0,673.0,7.3,35.0,0.3584
2.6,1138.0,14.8,1141.0,199.0,671.0,104.0,1927.0,1197.0,21.5,51.8,1.3129
0.4,822.0,2.0,581.0,34.0,1326.0,47.0,1256.0,602.0,14.2,49.9,0.8025
1.4,942.0,6.9,852.0,89.0,1055.0,89.0,1318.0,540.0,21.4,22.7,0.5722
3.7,1539.0,19.7,1287.0,229.0,698.0,95.0,2055.0,1507.0,13.6,56.3,0.8743
2.1527495439145157,1003.0,5.5,787.0,246.8967349054159,850.0,113.09125081011017,1518.0,636.0,34.6,30.1,1.6296
3.3,1269.0,18.3,1247.0,415.0,597.0,180.0,1813.0,1441.0,29.1,36.7,1.4543
2.1,1094.0,9.0,941.0,318.0,695.0,128.0,1371.0,1040.0,19.2,49.6,1.0893
2.3,1124.0,14.0,1118.0,134.0,793.0,105.0,1915.0,1021.0,27.8,35.0,1.282
2.0,1099.8331664998332,10.08310532754978,939.1533755978201,469.0,835.4936047158269,111.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.0,1203.0,11.9,1046.0,223.0,621.0,74.0,1664.0,1103.0,23.9,59.2,1.7327
0.1,858.0,2.7,634.0,189.0,1053.0,130.0,868.0,566.0,4.3,50.0,0.4199
1.0,844.0,4.9,757.0,71.0,1186.0,67.0,1445.0,556.0,26.3,31.5,1.0643
4.4,1524.0,22.0,1350.0,256.0,588.0,125.0,2096.0,1604.0,18.4,46.3,0.9734
1.2,880.0,6.0,812.0,294.0,928.0,136.0,954.0,1040.0,6.9,39.4,0.3948
2.1527495439145157,1106.0,13.8,1109.0,129.0,658.0,135.0,1752.0,1106.0,28.5,32.1,1.2296
2.1,1156.0,11.5,1034.0,154.0,813.0,122.0,1640.0,1123.0,27.7,26.3,0.9652
2.3,1048.0,12.6,1070.0,111.0,807.0,106.0,1737.0,842.0,31.3,25.4,1.1415
4.3,1140.0,19.7,1289.0,294.0,634.0,162.0,1884.0,1390.0,27.3,27.1,0.967
2.4,1060.0,13.4,1099.0,122.0,742.0,98.0,1838.0,1077.0,22.5,45.3,1.2226
2.5,1140.0,9.5,958.0,366.0,627.0,193.0,1175.0,1200.0,10.3,45.4,0.5666
1.0,841.0,2.6,625.0,172.0,1054.0,112.0,846.0,687.0,9.0,39.5,0.4554
1.8,1069.0,8.4,918.0,276.0,724.0,164.0,1045.0,936.0,11.6,30.9,0.4223
2.6,1391.0,14.6,1136.0,134.0,738.0,105.0,1840.0,1296.0,27.2,32.4,1.1493
2.1527495439145157,1112.0,8.9,936.0,246.8967349054159,683.0,113.09125081011017,1792.0,965.0,26.7,58.0,2.0023
2.1527495439145157,1029.0,7.1,862.0,246.8967349054159,727.0,113.09125081011017,1539.0,733.0,27.9,43.1,1.6004
2.1527495439145157,1356.0,21.3,1331.0,246.8967349054159,520.0,113.09125081011017,1925.0,1643.0,23.3,53.0,1.4939
0.7,880.0,2.4,610.0,101.0,2095.0,59.0,1150.0,711.0,12.0,78.0,1.094
2.6,1211.0,10.6,998.0,446.0,605.0,149.0,1298.0,1302.0,11.3,58.1,0.7743
1.7,1162.0,10.8,1008.0,183.0,658.0,60.0,1556.0,1160.0,20.9,61.3,1.4923
3.8,1570.0,17.5,1224.0,575.0,468.0,216.0,1448.0,2020.0,11.0,51.4,0.6746
1.4,1217.0,6.7,846.0,263.0,650.0,136.0,1120.0,1481.0,2.9,75.6,0.5742
1.2,1160.0,5.1,770.0,212.0,702.0,121.0,1063.0,1447.0,2.8,74.1,0.5618
2.1527495439145157,922.0,7.4,874.0,246.8967349054159,851.0,113.09125081011017,1447.0,663.0,30.4,28.2,1.204
3.2,1474.0,15.8,1173.0,166.0,854.0,143.0,1776.0,1432.0,20.4,36.7,0.8704
3.5,1099.8331664998332,10.08310532754978,939.1533755978201,591.0,835.4936047158269,116.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.6,926.0,3.9,708.0,246.8967349054159,874.0,113.09125081011017,1381.0,803.0,17.2,81.8,1.5856
2.4,1223.0,12.7,1075.0,164.0,818.0,112.0,1678.0,1198.0,19.3,34.2,0.7566
2.7,1263.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243
2.9,1139.0,11.5,1031.0,652.0,649.0,170.0,1181.0,1388.0,12.4,37.1,0.5329
2.1527495439145157,1109.0,10.3,989.0,98.0,778.0,107.0,1537.0,819.0,42.0,14.2,1.1517
1.9,1074.0,9.2,946.0,219.0,767.0,93.0,1635.0,1079.0,23.1,62.8,1.7562
2.1527495439145157,1099.8331664998332,10.08310532754978,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,1188.0,10.8,1007.0,246.8967349054159,668.0,113.09125081011017,1577.0,1128.0,20.8,65.6,1.5898
3.8,1146.0,15.0,1147.0,431.0,621.0,209.0,1148.0,1315.0,6.9,30.7,0.3066
2.7,1224.0,14.3,1126.0,482.0,596.0,108.0,1656.0,1231.0,18.0,76.6,1.5706
2.1527495439145157,853.0,4.5,740.0,246.8967349054159,1146.0,113.09125081011017,1526.0,715.0,21.0,50.1,1.2338
2.9,1092.0,13.8,1110.0,302.0,725.0,117.0,1641.0,1105.0,21.3,54.8,1.3742
3.9,1429.0,18.4,1251.0,249.0,734.0,146.0,1754.0,1548.0,18.3,26.6,0.5529
2.7,1056.0,11.7,1040.0,398.0,711.0,194.0,976.0,1187.0,13.2,17.3,0.2606
2.1527495439145157,1031.0,8.0,901.0,246.8967349054159,775.0,113.09125081011017,1502.0,628.0,33.5,29.0,1.4797
1.3,1056.0,5.8,802.0,52.0,824.0,47.0,1620.0,670.0,38.0,30.7,2.0022
1.6,1045.0,7.0,857.0,92.0,968.0,93.0,1410.0,922.0,15.3,41.5,0.7194
2.5,1236.0,10.9,1011.0,320.0,631.0,91.0,1706.0,1305.0,23.7,68.2,1.9739
2.5,1228.0,13.9,1113.0,231.0,628.0,72.0,1719.0,1324.0,23.7,46.2,1.3376
1.1,947.0,4.0,708.0,161.0,858.0,117.0,958.0,556.0,18.6,26.6,0.5631
0.5,765.0,2.8,637.0,141.0,1138.0,74.0,1113.0,742.0,15.0,52.8,0.8929
4.2,1337.0,17.1,1212.0,717.0,529.0,211.0,1406.0,1756.0,5.9,50.2,0.4706
3.7,1274.0,19.9,1294.0,667.0,615.0,177.0,1595.0,2236.0,21.0,37.2,0.9155
2.0,1165.0,6.9,852.0,438.0,692.0,177.0,1155.0,1197.0,3.6,75.9,0.6055
3.2,1377.0,14.4,1129.0,497.0,540.0,162.0,1392.0,1626.0,13.5,44.8,0.6898
2.1527495439145157,837.0,5.9,809.0,60.0,940.0,78.0,1355.0,615.0,25.2,27.7,0.874
1.7,1099.8331664998332,10.08310532754978,939.1533755978201,80.0,835.4936047158269,86.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.7,934.0,8.4,914.0,324.0,873.0,111.0,1016.0,834.0,18.1,20.8,0.4274
0.5,908.0,1.8,569.0,24.0,1303.0,35.0,1360.0,526.0,14.1,61.6,0.9883
1.3,927.0,6.3,826.0,173.0,1021.0,94.0,1331.0,734.0,22.1,42.8,1.1265
4.4,1435.0,24.2,1408.0,598.0,537.0,191.0,1991.0,1704.0,25.8,44.2,1.4512
2.1527495439145157,943.0,8.0,900.0,246.8967349054159,816.0,113.09125081011017,1129.0,1064.0,8.5,59.7,0.6649
2.3,1013.0,11.7,1038.0,164.0,793.0,121.0,1598.0,1162.0,24.3,31.0,0.9268
2.1527495439145157,1104.0,13.5,1102.0,246.8967349054159,670.0,113.09125081011017,1609.0,1480.0,37.6,19.6,1.2534
2.1527495439145157,1091.0,8.6,925.0,246.8967349054159,701.0,113.09125081011017,1753.0,1058.0,29.7,50.5,2.0767
2.1527495439145157,738.0,1.5,545.0,18.0,1562.0,29.0,1266.0,450.0,17.7,49.7,0.997
0.4,843.0,1.5,544.0,20.0,1242.0,29.0,1442.0,447.0,24.4,57.9,1.7476
3.8,1254.0,18.1,1241.0,420.0,873.0,163.0,1463.0,1431.0,28.2,24.8,0.936
1.0,904.0,5.5,787.0,246.8967349054159,820.0,113.09125081011017,1319.0,852.0,15.3,79.0,1.3605
2.1527495439145157,1038.0,8.7,929.0,246.8967349054159,816.0,113.09125081011017,1332.0,798.0,19.9,42.0,0.9665
0.3,796.0,2.6,628.0,29.0,1136.0,36.0,1385.0,555.0,20.6,50.6,1.2119
0.7,989.0,3.9,703.0,194.0,843.0,122.0,988.0,1017.0,1.8,74.5,0.5271
1.8,1078.0,8.8,932.0,99.0,905.0,100.0,1511.0,951.0,18.9,40.6,0.8771
3.3,1488.0,11.2,1023.0,492.0,533.0,188.0,1456.0,1590.0,14.1,67.9,1.0859
0.6,892.0,1.2,522.0,34.0,1572.0,54.0,1255.0,648.0,10.9,58.6,0.7628
2.9,1329.0,16.2,1185.0,140.0,768.0,121.0,1750.0,1111.0,28.4,26.0,0.9922
1.3,966.0,9.3,951.0,123.0,812.0,77.0,1735.0,996.0,18.3,60.8,1.2635
3.8,1337.0,23.3,1386.0,274.0,565.0,115.0,2196.0,1596.0,22.9,49.1,1.3546
2.0,1202.0,7.2,864.0,282.0,620.0,159.0,1255.0,1115.0,13.3,60.5,0.9168
0.5,919.0,1.4,532.0,85.0,997.0,69.0,983.0,714.0,9.8,61.8,0.7523
1.6,1057.0,8.4,914.0,157.0,796.0,116.0,1665.0,954.0,27.6,38.0,1.3818
2.1527495439145157,798.0,3.9,706.0,61.0,977.0,74.0,1363.0,798.0,20.6,41.5,0.9982
4.0,1384.0,19.8,1290.0,523.0,475.0,144.0,1571.0,1568.0,10.8,69.5,0.8995
2.8,1058.0,14.7,1139.0,188.0,696.0,140.0,1699.0,1318.0,26.7,28.9,0.9981
2.1527495439145157,1118.0,13.0,1084.0,104.0,684.0,127.0,1723.0,838.0,38.2,21.8,1.4312
3.2,1206.0,16.2,1185.0,376.0,592.0,76.0,1751.0,1386.0,19.7,65.1,1.4769
1.4,916.0,3.8,701.0,197.0,954.0,133.0,899.0,791.0,6.4,44.2,0.428
2.2,1036.0,9.7,965.0,342.0,854.0,91.0,1544.0,987.0,19.7,57.8,1.3112
1.3,1118.0,6.6,841.0,284.0,702.0,117.0,1056.0,1368.0,5.5,66.5,0.6054
0.2,876.0,3.5,683.0,180.0,993.0,122.0,894.0,572.0,4.3,49.7,0.4166
2.2,1351.0,9.5,960.0,129.0,1079.0,101.0,1583.0,1028.0,10.5,60.6,0.7691
2.6,1425.0,12.5,1068.0,166.0,776.0,107.0,1764.0,1341.0,15.0,52.3,0.8881
2.1527495439145157,1044.0,11.2,1022.0,246.8967349054159,726.0,113.09125081011017,1454.0,983.0,15.2,55.9,0.9572
2.0,1010.0,8.9,937.0,180.0,945.0,142.0,1444.0,949.0,18.5,31.2,0.6611
2.1527495439145157,984.0,7.2,864.0,246.8967349054159,788.0,113.09125081011017,1371.0,960.0,16.2,69.1,1.259
2.1527495439145157,852.0,3.5,684.0,246.8967349054159,982.0,113.09125081011017,1343.0,477.0,32.5,25.9,1.2437
1.7,1074.0,6.4,832.0,101.0,951.0,75.0,1507.0,980.0,11.4,69.8,0.939
3.9,1250.0,21.6,1339.0,251.0,616.0,152.0,2075.0,1383.0,31.3,27.3,1.2234
2.1527495439145157,1128.0,10.0,978.0,92.0,733.0,89.0,1683.0,1193.0,28.3,36.8,1.3906
1.1,952.0,6.1,814.0,250.0,804.0,89.0,1153.0,970.0,8.3,77.2,0.8464
2.1527495439145157,949.0,3.9,705.0,246.8967349054159,859.0,113.09125081011017,1460.0,691.0,25.1,51.8,1.6304
1.0,1035.0,7.0,859.0,33.0,732.0,49.0,1680.0,996.0,27.4,55.0,1.9827
1.3,906.0,5.5,790.0,211.0,893.0,138.0,837.0,642.0,12.3,19.3,0.274
2.9,1342.0,15.3,1157.0,267.0,572.0,87.0,1707.0,1195.0,28.6,37.6,1.4468
2.6,1207.0,14.6,1136.0,278.0,645.0,152.0,1696.0,1024.0,30.5,34.9,1.5015
1.3,991.0,5.5,786.0,295.0,817.0,144.0,931.0,1037.0,0.3,61.0,0.3881
3.6,1388.0,22.4,1363.0,370.0,485.0,105.0,1815.0,1556.0,20.3,61.4,1.4417
2.1527495439145157,1099.8331664998332,10.08310532754978,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
6.6,1099.8331664998332,10.08310532754978,939.1533755978201,1227.0,835.4936047158269,326.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,999.0,6.9,853.0,63.0,951.0,49.0,1756.0,885.0,20.3,70.9,1.6699
0.6,821.0,2.4,614.0,45.0,1309.0,49.0,1350.0,430.0,22.4,39.0,1.04
1.9,1131.0,8.6,926.0,288.0,684.0,127.0,1324.0,1036.0,12.9,63.2,0.9335
2.1,1155.0,8.2,909.0,252.0,604.0,144.0,1331.0,1244.0,14.2,65.4,1.0497
2.3,1240.0,13.6,1102.0,205.0,588.0,72.0,1989.0,1257.0,22.0,75.9,1.9817
1.5,1069.0,6.7,844.0,185.0,767.0,63.0,1527.0,883.0,20.8,68.1,1.6585
3.3,1289.0,15.4,1161.0,335.0,552.0,91.0,1765.0,1289.0,21.3,70.3,1.7574
1.5,968.0,5.3,777.0,188.0,830.0,133.0,929.0,617.0,14.0,28.1,0.4476
2.2,1239.0,12.5,1067.0,146.0,779.0,117.0,1702.0,1071.0,28.6,25.8,0.9989
0.3,801.0,0.7,464.0,246.8967349054159,1749.0,113.09125081011017,1154.0,340.0,16.1,42.4,0.7718
2.3,1218.0,9.0,938.0,128.0,918.0,94.0,1501.0,1088.0,16.8,36.9,0.7018
0.6,811.0,2.5,622.0,52.0,1315.0,60.0,1307.0,432.0,22.3,35.3,0.9371
2.2,1101.0,10.2,986.0,163.0,852.0,124.0,1574.0,1100.0,20.9,33.2,0.8098
1.1,983.0,6.4,831.0,68.0,847.0,71.0,1585.0,887.0,24.5,44.4,1.3476
2.1527495439145157,1003.0,11.9,1045.0,136.0,781.0,128.0,1602.0,865.0,31.4,22.7,1.027
1.7,1201.0,9.1,943.0,130.0,935.0,117.0,1560.0,1362.0,16.7,48.9,0.9226
2.1,1094.0,10.7,1003.0,130.0,965.0,99.0,1574.0,813.0,21.3,26.8,0.6681
1.0,1034.0,4.2,719.0,153.0,858.0,86.0,1189.0,845.0,11.8,76.3,1.0547
3.6,1342.0,22.0,1351.0,216.0,657.0,109.0,2201.0,1419.0,23.7,50.5,1.4636
0.6,942.0,2.0,586.0,41.0,1480.0,46.0,1373.0,432.0,16.4,54.0,0.9979
2.5,1156.0,14.4,1129.0,118.0,688.0,110.0,1941.0,1181.0,28.9,41.0,1.6096
3.3,1211.0,16.5,1194.0,393.0,797.0,164.0,1599.0,1188.0,31.6,22.7,1.041
3.1,1112.0,12.8,1078.0,563.0,683.0,261.0,1028.0,1426.0,11.9,18.6,0.2581
0.9,940.0,5.9,806.0,181.0,800.0,48.0,1392.0,1013.0,16.2,76.9,1.4029
2.6,1083.0,14.8,1141.0,177.0,825.0,143.0,1793.0,1008.0,37.7,17.7,1.1383
0.1,854.0,2.4,613.0,39.0,1272.0,41.0,1515.0,565.0,16.8,81.3,1.5452
1.6,1050.0,8.5,921.0,91.0,743.0,70.0,1683.0,851.0,31.3,39.5,1.7798
2.1527495439145157,848.0,2.8,642.0,246.8967349054159,1202.0,113.09125081011017,1325.0,760.0,14.6,53.0,0.8775
2.1527495439145157,1278.0,10.6,1000.0,246.8967349054159,866.0,113.09125081011017,1621.0,1014.0,23.8,30.5,0.8897
2.1527495439145157,1079.0,7.8,890.0,246.8967349054159,745.0,113.09125081011017,1522.0,1000.0,20.5,64.9,1.5473
4.7,1383.0,24.1,1406.0,502.0,824.0,176.0,1582.0,1678.0,29.9,22.3,0.9235
2.1527495439145157,903.0,5.3,780.0,67.0,975.0,76.0,1464.0,593.0,35.2,24.1,1.351
1.7,1177.0,7.3,871.0,244.0,660.0,116.0,1292.0,1192.0,12.7,69.9,1.0223
5.9,1680.0,25.2,1434.0,977.0,417.0,206.0,1790.0,2005.0,13.4,62.4,0.9513
1.9,1093.0,8.8,933.0,112.0,976.0,87.0,1454.0,777.0,13.4,41.0,0.6292
0.3,901.0,5.1,767.0,246.8967349054159,961.0,113.09125081011017,944.0,965.0,4.2,53.6,0.4454
1.6,987.0,5.7,796.0,180.0,1789.0,86.0,1254.0,830.0,11.7,78.6,1.0813
1.0,998.0,4.1,717.0,228.0,872.0,146.0,1095.0,895.0,5.2,80.7,0.7219
0.8,960.0,3.3,668.0,184.0,841.0,106.0,1038.0,878.0,7.2,68.6,0.6978
0.5,862.0,3.4,677.0,96.0,973.0,43.0,1192.0,725.0,16.1,69.3,1.2591
2.1527495439145157,1050.0,16.6,1199.0,246.8967349054159,849.0,113.09125081011017,1781.0,1035.0,29.0,24.5,0.9655
0.9,755.0,3.6,690.0,157.0,1653.0,80.0,750.0,467.0,14.9,17.1,0.2875
1.5,997.0,9.8,971.0,127.0,993.0,128.0,1573.0,930.0,23.6,30.1,0.8663
1.4,1012.0,7.2,868.0,70.0,884.0,87.0,1435.0,700.0,41.1,13.1,1.0124
2.1527495439145157,952.0,5.5,788.0,246.8967349054159,849.0,113.09125081011017,1018.0,876.0,8.7,44.3,0.4998
1.9,1054.0,5.6,794.0,235.0,830.0,93.0,1282.0,887.0,13.5,78.3,1.2097
1.7,1167.0,6.6,838.0,240.0,660.0,128.0,1227.0,825.0,19.3,41.6,0.923
0.8,834.0,1.6,551.0,105.0,1193.0,69.0,917.0,719.0,6.8,58.6,0.5813
2.1527495439145157,882.0,4.1,715.0,246.8967349054159,1246.0,113.09125081011017,1367.0,780.0,15.5,48.6,0.8505
0.7,815.0,2.6,627.0,27.0,1049.0,36.0,1518.0,650.0,23.4,61.7,1.7495
2.1527495439145157,1300.0,12.1,1053.0,246.8967349054159,614.0,113.09125081011017,1650.0,1193.0,25.2,48.9,1.5437
4.4,1475.0,25.9,1451.0,631.0,455.0,122.0,1991.0,1646.0,20.7,63.0,1.5204
0.6,833.0,1.6,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,0.7476
1.3,965.0,5.1,769.0,246.8967349054159,878.0,113.09125081011017,1315.0,667.0,25.9,32.9,1.0826
2.1527495439145157,1048.0,11.2,1021.0,246.8967349054159,698.0,113.09125081011017,1570.0,846.0,35.1,23.2,1.2884
3.2,1224.0,19.0,1268.0,295.0,605.0,110.0,2046.0,1478.0,21.7,49.6,1.2673
1.8,1220.0,5.7,796.0,285.0,652.0,121.0,1367.0,896.0,13.9,83.6,1.3208
2.1527495439145157,1063.0,9.6,964.0,246.8967349054159,729.0,113.09125081011017,1454.0,1045.0,17.4,62.3,1.2282
0.3,757.0,2.2,596.0,30.0,1236.0,37.0,1381.0,560.0,19.0,52.8,1.1489
1.0,967.0,4.5,740.0,50.0,926.0,50.0,1526.0,557.0,38.8,25.4,1.7282
1.2,979.0,6.1,818.0,57.0,797.0,72.0,1590.0,732.0,28.2,45.9,1.7272
1.1,1037.0,2.8,636.0,151.0,891.0,112.0,1024.0,582.0,7.9,66.5,0.7124
2.3,1050.0,13.0,1084.0,305.0,748.0,117.0,1402.0,1153.0,26.2,24.4,0.8174
0.8,891.0,3.1,655.0,43.0,1107.0,52.0,1452.0,486.0,31.5,34.5,1.5666
1.1,868.0,5.7,798.0,83.0,866.0,71.0,1392.0,824.0,20.1,47.8,1.1093
1.9,973.0,9.2,949.0,246.8967349054159,987.0,113.09125081011017,1615.0,820.0,23.5,36.9,1.0518
2.1527495439145157,1115.0,5.4,782.0,246.8967349054159,980.0,113.09125081011017,1500.0,752.0,15.2,62.4,1.0726
1.6,1043.0,5.3,776.0,198.0,800.0,98.0,1248.0,826.0,14.5,63.0,1.0319
0.6,864.0,1.6,554.0,105.0,1159.0,79.0,819.0,545.0,4.1,48.1,0.3975
2.6,1147.0,15.6,1168.0,417.0,858.0,165.0,1492.0,1118.0,33.3,18.9,0.9536
0.9,950.0,3.5,680.0,181.0,936.0,106.0,914.0,1028.0,4.2,57.1,0.4743
2.7,1254.0,11.5,1033.0,142.0,819.0,107.0,1669.0,1068.0,14.3,52.9,0.8581
2.1,1098.0,14.2,1124.0,120.0,810.0,97.0,1716.0,871.0,25.2,29.7,0.9371
1.4,992.0,6.7,844.0,156.0,830.0,113.0,990.0,552.0,13.1,26.6,0.399
1.9,1196.0,8.1,902.0,299.0,620.0,173.0,1185.0,1390.0,13.7,48.6,0.7555
2.3,1101.0,12.2,1057.0,122.0,797.0,113.0,1772.0,863.0,33.0,26.0,1.2877
0.4,791.0,1.2,519.0,43.0,1291.0,31.0,1295.0,540.0,18.1,79.0,1.6224
4.2,1448.0,19.7,1288.0,870.0,518.0,251.0,1506.0,1839.0,15.8,50.1,0.892
0.8,868.0,1.9,576.0,96.0,1128.0,78.0,755.0,363.0,10.3,27.7,0.3481
1.4,999.0,8.0,899.0,62.0,869.0,74.0,1629.0,637.0,35.8,22.4,1.2915
2.1527495439145157,1165.0,17.5,1225.0,246.8967349054159,824.0,113.09125081011017,1676.0,1028.0,30.8,16.4,0.7167
3.6,1099.8331664998332,10.08310532754978,939.1533755978201,540.0,835.4936047158269,170.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.3,873.0,7.3,871.0,101.0,871.0,62.0,1528.0,887.0,16.2,57.4,1.0515
2.1527495439145157,1283.0,13.9,1112.0,246.8967349054159,719.0,113.09125081011017,1583.0,1071.0,29.3,32.6,1.3105
1.9,1054.0,5.6,791.0,253.0,830.0,126.0,967.0,1131.0,4.3,55.3,0.465
3.5,1268.0,14.4,1128.0,539.0,573.0,173.0,1255.0,1533.0,10.8,40.3,0.5201
2.1527495439145157,832.0,2.1,593.0,246.8967349054159,1049.0,113.09125081011017,1347.0,558.0,24.1,55.5,1.6481
3.2,1396.0,20.3,1306.0,361.0,587.0,189.0,1934.0,1886.0,33.4,26.8,1.3586
1.6,1086.0,10.1,981.0,100.0,688.0,86.0,1818.0,1007.0,27.0,57.5,2.0183
2.2,1099.8331664998332,10.08310532754978,939.1533755978201,271.0,835.4936047158269,131.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,1700.0,40.5,1782.0,246.8967349054159,401.0,113.09125081011017,2403.0,2004.0,27.0,40.2,1.4158
1.8,867.0,6.7,842.0,300.0,909.0,104.0,1077.0,737.0,13.5,34.9,0.5393
2.9,1371.0,11.5,1034.0,207.0,983.0,128.0,1730.0,1037.0,8.0,81.1,0.8736
0.7,930.0,3.3,670.0,58.0,1143.0,68.0,1339.0,746.0,15.5,47.3,0.8282
0.5,826.0,1.1,512.0,84.0,1108.0,61.0,1043.0,636.0,12.5,67.4,0.9722
1.6,1070.0,6.9,852.0,97.0,704.0,85.0,1639.0,867.0,28.1,48.0,1.7933
2.8,1167.0,11.4,1027.0,422.0,610.0,249.0,1289.0,1119.0,4.8,79.0,0.6845
2.8,1456.0,10.6,999.0,175.0,835.0,107.0,1714.0,1202.0,15.7,58.6,1.0396
2.9,1133.0,13.5,1101.0,246.8967349054159,647.0,113.09125081011017,1669.0,1105.0,28.0,30.1,1.1226
0.8,908.0,5.1,767.0,153.0,868.0,53.0,1272.0,807.0,17.0,68.0,1.3102
0.6,873.0,5.6,792.0,73.0,1247.0,79.0,1397.0,589.0,23.2,30.2,0.8442
1.6,989.0,8.0,900.0,231.0,737.0,60.0,1401.0,968.0,16.8,74.9,1.4258
0.9,835.0,4.5,739.0,47.0,1036.0,61.0,1382.0,694.0,21.2,37.6,0.9355
1.2,907.0,3.9,705.0,199.0,995.0,130.0,880.0,767.0,7.0,41.5,0.4193
2.1527495439145157,1111.0,10.4,993.0,246.8967349054159,662.0,113.09125081011017,1287.0,1058.0,13.0,53.9,0.8029
1.8,938.0,10.2,987.0,134.0,862.0,111.0,1597.0,817.0,27.8,25.8,0.9473
2.1527495439145157,1026.0,16.2,1186.0,235.0,719.0,148.0,1662.0,1138.0,31.4,18.6,0.8398
0.8,941.0,6.0,814.0,52.0,873.0,65.0,1592.0,979.0,27.5,41.3,1.4962
2.2,1099.8331664998332,10.08310532754978,939.1533755978201,433.0,835.4936047158269,119.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
5.7,1606.0,31.2,1578.0,665.0,440.0,81.0,2205.0,1786.0,19.4,66.5,1.4801
4.0,1233.0,23.8,1398.0,230.0,613.0,159.0,1975.0,1834.0,32.6,20.6,0.9939
2.1527495439145157,1234.0,15.2,1154.0,211.0,596.0,173.0,1965.0,1204.0,32.8,36.9,1.803
0.2,735.0,0.3,407.0,37.0,1677.0,33.0,579.0,232.0,-0.6,40.1,0.2404
2.6,1389.0,13.7,1108.0,161.0,887.0,123.0,1712.0,1334.0,25.9,25.9,0.8503
6.6,1843.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478
1.2,990.0,6.9,852.0,70.0,967.0,90.0,1488.0,669.0,42.2,14.2,1.1609
0.6,877.0,3.1,658.0,41.0,1047.0,46.0,1530.0,779.0,21.2,60.9,1.5092
2.1,1165.0,9.4,957.0,308.0,661.0,86.0,1452.0,979.0,14.1,84.1,1.3461
2.1527495439145157,1017.0,11.1,1020.0,246.8967349054159,744.0,113.09125081011017,1478.0,752.0,21.6,40.4,1.0309
3.0,1086.0,11.5,1032.0,343.0,717.0,202.0,1049.0,1136.0,4.7,38.3,0.3306
1.1,955.0,6.0,811.0,61.0,841.0,59.0,1562.0,759.0,26.3,50.1,1.6889
0.8,985.0,2.4,610.0,87.0,851.0,69.0,1101.0,604.0,12.6,65.9,0.9583
0.7,868.0,3.6,688.0,246.8967349054159,922.0,113.09125081011017,1249.0,777.0,17.9,66.8,1.3596
2.6,1251.0,13.4,1097.0,306.0,502.0,151.0,1541.0,1328.0,17.1,61.5,1.191
2.4,1137.0,11.9,1047.0,229.0,680.0,123.0,1620.0,1138.0,23.6,53.6,1.5374
0.4,762.0,2.5,618.0,246.8967349054159,1214.0,113.09125081011017,1431.0,516.0,22.2,50.7,1.3405
1.7,1247.0,9.6,961.0,167.0,666.0,71.0,1569.0,1112.0,23.8,56.1,1.6298
1.5,1016.0,7.9,896.0,91.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781
4.3,1308.0,20.3,1306.0,808.0,553.0,212.0,1471.0,1670.0,16.5,32.9,0.6127
1.1,1024.0,4.0,709.0,142.0,798.0,109.0,1120.0,884.0,9.8,61.2,0.7413
2.1527495439145157,1099.8331664998332,10.08310532754978,939.1533755978201,286.0,835.4936047158269,121.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.6,1312.0,11.9,1047.0,374.0,545.0,126.0,1430.0,1399.0,13.0,70.0,1.042
