CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.3,984.0,4.3,727.0,197.0,891.0,137.0,908.0,913.0,4.1,42.9,0.3551
0.9,938.0,3.4,679.0,118.0,829.0,80.0,1144.0,798.0,13.0,70.2,1.0457
3.3,1207.0,11.0,1013.0,174.0,876.0,116.0,1632.0,982.0,10.0,74.0,0.9087
3.2,1162.0,15.7,1170.0,503.0,618.0,204.0,1131.0,1425.0,14.1,18.2,0.2908
1.4,1038.0,9.3,950.0,71.0,776.0,75.0,1750.0,1181.0,25.5,47.6,1.5318
2.1527495439145157,888.0,6.7,843.0,82.0,892.0,100.0,1438.0,729.0,26.1,28.3,0.9456
3.0,1035.0,5.8,805.0,246.8967349054159,790.0,113.09125081011017,1022.0,1038.0,3.5,68.8,0.5458
0.8,859.0,5.8,803.0,50.0,1032.0,67.0,1363.0,479.0,30.3,21.4,0.9064
2.5,1142.0,13.9,1115.0,144.0,776.0,96.0,1735.0,1091.0,24.3,29.8,0.8926
4.8,1422.0,22.4,1362.0,920.0,775.0,214.0,1509.0,1956.0,12.0,45.9,0.6421
1.6,1206.0,9.2,948.0,357.0,628.0,121.0,1129.0,1540.0,5.9,65.8,0.6178
2.7,1189.0,12.7,1075.0,429.0,614.0,108.0,1652.0,1222.0,18.2,74.0,1.5343
2.7,1011.0,14.2,1122.0,203.0,808.0,137.0,1680.0,1071.0,26.1,24.7,0.8233
2.2,1189.0,12.4,1065.0,247.0,609.0,74.0,1683.0,1830.0,23.1,61.3,1.7131
3.9,1217.0,18.7,1261.0,487.0,533.0,142.0,1941.0,1375.0,26.3,43.1,1.4542
0.9,936.0,3.9,705.0,73.0,1086.0,73.0,1364.0,918.0,10.9,64.6,0.8395
1.8,1037.0,10.4,993.0,168.0,779.0,104.0,1680.0,1158.0,19.7,44.1,1.0039
0.8,938.0,3.0,653.0,161.0,970.0,95.0,1100.0,747.0,12.3,60.1,0.8562
2.1527495439145157,944.0,6.0,814.0,246.8967349054159,852.0,113.09125081011017,1489.0,554.0,37.2,23.6,1.4764
2.2,1303.0,13.5,1102.0,403.0,536.0,116.0,1488.0,1323.0,11.8,66.3,0.9174
2.3,1116.0,12.7,1075.0,135.0,761.0,134.0,1784.0,1081.0,30.5,30.4,1.3031
2.1527495439145157,1066.0,14.7,1140.0,246.8967349054159,670.0,113.09125081011017,1577.0,1032.0,16.7,54.1,1.0212
1.3,906.0,6.6,838.0,117.0,1084.0,88.0,1547.0,694.0,23.7,36.8,1.0609
0.9,893.0,5.1,767.0,36.0,918.0,50.0,1607.0,805.0,26.9,49.3,1.7196
2.4,1065.0,13.8,1110.0,161.0,757.0,163.0,1691.0,871.0,33.6,20.7,1.059
1.7,897.0,6.7,845.0,322.0,942.0,135.0,943.0,787.0,7.8,36.8,0.3908
2.1527495439145157,1216.0,14.6,1136.0,128.0,658.0,131.0,1737.0,1265.0,31.7,28.1,1.2912
2.7,1335.0,14.2,1122.0,167.0,673.0,114.0,1840.0,1424.0,18.1,58.7,1.2072
2.1527495439145157,1074.0,15.5,1166.0,144.0,687.0,143.0,1713.0,1013.0,32.3,20.7,0.9875
1.5,896.0,5.9,809.0,286.0,882.0,78.0,1257.0,788.0,15.4,53.2,0.9246
2.1527495439145157,830.0,3.4,674.0,246.8967349054159,1246.0,113.09125081011017,1459.0,607.0,19.2,53.1,1.1662
2.1,1100.0,11.7,1038.0,109.0,668.0,92.0,1873.0,1080.0,29.8,45.2,1.8642
1.7,1016.0,8.7,929.0,87.0,868.0,94.0,1724.0,853.0,25.2,43.0,1.358
1.5,977.0,6.6,837.0,96.0,1038.0,80.0,1413.0,646.0,19.6,30.9,0.6968
4.8,1557.0,27.1,1483.0,250.0,615.0,164.0,2087.0,1757.0,24.9,30.8,0.954
3.9,1344.0,27.7,1496.0,287.0,519.0,134.0,2311.0,1651.0,23.7,37.9,1.0988
3.4,1483.0,17.4,1222.0,318.0,597.0,109.0,2054.0,1529.0,17.4,68.9,1.3557
1.4,1150.0,7.3,871.0,155.0,697.0,58.0,1502.0,1030.0,21.1,64.5,1.594
4.2,1529.0,21.2,1331.0,211.0,700.0,132.0,2028.0,1399.0,22.8,32.1,0.8814
0.5,846.0,2.6,628.0,79.0,1025.0,40.0,1218.0,727.0,16.1,73.5,1.3329
5.1,1558.0,26.6,1469.0,336.0,525.0,121.0,2281.0,1758.0,18.8,52.4,1.1285
2.0,1021.0,9.5,959.0,332.0,760.0,149.0,1297.0,910.0,7.9,73.5,0.7883
1.2,880.0,5.9,807.0,79.0,1123.0,72.0,1510.0,599.0,23.9,36.8,1.0774
1.3,1039.0,8.5,921.0,268.0,687.0,92.0,1556.0,1115.0,19.8,64.3,1.4678
0.8,847.0,2.0,586.0,125.0,1163.0,92.0,814.0,473.0,1.4,53.1,0.3642
2.1527495439145157,1099.8331664998332,10.08310532754978,939.1533755978201,246.8967349054159,835.4936047158269,113.09125081011017,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.7,1006.0,3.1,659.0,143.0,791.0,94.0,1082.0,999.0,13.1,56.1,0.8416
0.2,715.0,0.2,387.0,246.8967349054159,1791.0,113.09125081011017,559.0,227.0,0.1,40.0,0.2499
2.3,1054.0,10.0,978.0,303.0,768.0,114.0,1398.0,1109.0,17.1,47.6,0.9208
2.1527495439145157,970.0,3.4,678.0,246.8967349054159,916.0,113.09125081011017,1101.0,732.0,10.1,64.6,0.7967
1.3,1065.0,5.5,789.0,79.0,936.0,81.0,1620.0,929.0,18.4,65.8,1.3802
2.0,1096.0,13.0,1083.0,310.0,971.0,129.0,1430.0,986.0,35.0,17.3,0.9542
0.9,979.0,2.2,602.0,147.0,925.0,103.0,993.0,928.0,4.0,75.2,0.6161
0.2,726.0,0.5,443.0,29.0,1663.0,26.0,942.0,363.0,8.1,68.6,0.7409
0.3,896.0,3.3,668.0,227.0,1043.0,136.0,887.0,519.0,3.3,50.2,0.3934
2.1527495439145157,1359.0,16.5,1195.0,246.8967349054159,542.0,113.09125081011017,1784.0,1376.0,26.8,44.6,1.5467
0.6,761.0,1.3,525.0,79.0,1307.0,67.0,605.0,332.0,-0.1,31.9,0.1975
1.1,980.0,5.7,800.0,100.0,863.0,79.0,1407.0,903.0,22.7,53.8,1.4666
2.1527495439145157,819.0,1.7,565.0,246.8967349054159,1295.0,113.09125081011017,1316.0,694.0,13.3,62.6,0.9498
4.1,1220.0,21.7,1344.0,524.0,605.0,163.0,1676.0,1743.0,25.2,26.8,0.8451
1.8,993.0,8.7,927.0,151.0,886.0,96.0,1665.0,842.0,21.5,44.5,1.129
2.7,1285.0,10.9,1009.0,380.0,517.0,153.0,1452.0,1366.0,12.8,64.4,0.9448
2.1527495439145157,1327.0,17.8,1233.0,246.8967349054159,582.0,113.09125081011017,1968.0,1403.0,22.5,68.9,1.8511
1.7,1042.0,9.0,939.0,108.0,917.0,89.0,1744.0,860.0,30.4,31.3,1.3331
2.3,1096.0,7.1,860.0,274.0,777.0,145.0,1131.0,1179.0,9.7,62.5,0.7509
2.1527495439145157,1213.0,19.2,1274.0,246.8967349054159,762.0,113.09125081011017,1914.0,1264.0,16.3,51.3,0.9416
4.9,1413.0,18.4,1251.0,646.0,478.0,240.0,1504.0,1682.0,16.1,38.7,0.7023
3.5,1408.0,18.0,1241.0,250.0,648.0,135.0,1886.0,1711.0,18.6,47.8,1.0143
2.0,1032.0,12.6,1071.0,127.0,742.0,131.0,1619.0,840.0,35.7,18.9,1.0865
2.3,1146.0,8.0,900.0,283.0,718.0,99.0,1280.0,1183.0,9.9,80.5,0.984
3.6,1333.0,15.2,1154.0,550.0,534.0,158.0,1441.0,1647.0,10.7,70.9,0.9113
1.7,1236.0,8.5,920.0,164.0,880.0,94.0,1641.0,1012.0,14.4,58.9,0.9594
1.0,914.0,3.9,705.0,182.0,966.0,124.0,926.0,687.0,6.2,51.3,0.488
1.3,1024.0,6.2,822.0,277.0,800.0,70.0,1266.0,954.0,12.4,77.1,1.1072
2.3,1249.0,10.5,996.0,457.0,593.0,194.0,1198.0,1575.0,14.5,33.4,0.5488
0.9,1197.0,6.6,840.0,232.0,712.0,124.0,1298.0,974.0,9.5,83.8,0.9972
4.0,1319.0,24.4,1413.0,204.0,597.0,135.0,2050.0,1329.0,19.2,45.7,1.0084
0.2,836.0,4.3,728.0,16.0,1213.0,28.0,1353.0,518.0,20.6,39.9,0.9597
0.9,1062.0,5.1,770.0,96.0,780.0,48.0,1450.0,922.0,21.3,63.9,1.5951
3.5,1315.0,17.5,1225.0,518.0,509.0,193.0,1408.0,1365.0,24.1,20.6,0.6075
2.1527495439145157,1219.0,6.8,849.0,246.8967349054159,901.0,113.09125081011017,1664.0,912.0,14.5,77.2,1.2695
2.1527495439145157,1545.0,22.1,1353.0,246.8967349054159,767.0,113.09125081011017,2058.0,1588.0,9.2,56.2,0.6561
2.7,1216.0,14.5,1134.0,360.0,566.0,138.0,1403.0,1336.0,12.2,56.9,0.8068
1.0,1008.0,3.3,669.0,115.0,791.0,78.0,1241.0,894.0,16.6,63.0,1.1784
3.2,1309.0,16.2,1186.0,192.0,649.0,104.0,1973.0,1308.0,17.7,70.8,1.4171
1.0,1099.8331664998332,10.08310532754978,939.1533755978201,107.0,835.4936047158269,85.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
0.7,843.0,2.5,622.0,246.8967349054159,1146.0,113.09125081011017,1060.0,555.0,6.9,82.3,0.8244
0.7,869.0,2.5,619.0,32.0,1163.0,44.0,1417.0,475.0,29.8,38.6,1.5911
3.4,1374.0,17.4,1222.0,602.0,516.0,160.0,1582.0,1671.0,13.7,66.8,1.0432
1.9,1099.8331664998332,10.08310532754978,939.1533755978201,256.0,835.4936047158269,164.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
1.2,945.0,3.9,707.0,159.0,963.0,97.0,1005.0,657.0,8.8,50.9,0.5781
2.1527495439145157,925.0,4.4,735.0,246.8967349054159,960.0,113.09125081011017,1284.0,691.0,15.4,73.2,1.2755
0.2,649.0,0.2,397.0,25.0,2062.0,21.0,798.0,261.0,10.2,41.9,0.5209
1.3,1047.0,5.4,783.0,83.0,1014.0,79.0,1449.0,975.0,12.0,66.9,0.9336
2.7,986.0,14.5,1133.0,253.0,773.0,141.0,1619.0,1174.0,33.7,15.4,0.7913
2.1527495439145157,1232.0,17.0,1210.0,246.8967349054159,565.0,113.09125081011017,1832.0,1478.0,34.5,28.5,1.5324
0.8,908.0,3.8,701.0,246.8967349054159,971.0,113.09125081011017,1381.0,704.0,24.7,36.4,1.1158
1.5,1091.0,5.3,777.0,209.0,711.0,105.0,1217.0,891.0,13.8,63.4,0.9916
2.1527495439145157,963.0,6.5,836.0,246.8967349054159,1085.0,113.09125081011017,1429.0,920.0,16.0,47.9,0.8659
1.9,1099.8331664998332,10.08310532754978,939.1533755978201,293.0,835.4936047158269,187.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.0,1188.0,9.4,954.0,216.0,664.0,72.0,1636.0,1148.0,23.9,66.3,1.9361
0.5,877.0,5.6,793.0,253.0,944.0,132.0,951.0,924.0,3.2,57.0,0.4434
1.1,1040.0,4.5,736.0,209.0,740.0,132.0,1099.0,1050.0,10.4,58.4,0.7367
1.7,1013.0,5.6,795.0,209.0,826.0,81.0,1257.0,848.0,13.0,69.7,1.0403
2.1527495439145157,817.0,2.2,602.0,246.8967349054159,1120.0,113.09125081011017,1227.0,470.0,16.0,69.5,1.2549
3.3,1266.0,17.7,1231.0,374.0,615.0,157.0,1768.0,1265.0,30.1,35.1,1.4782
3.8,1315.0,14.3,1126.0,433.0,498.0,183.0,1537.0,1474.0,15.3,61.0,1.054
2.2,1089.0,6.5,835.0,307.0,778.0,110.0,1216.0,1004.0,11.8,65.0,0.8966
4.6,1497.0,25.8,1449.0,281.0,679.0,186.0,1985.0,1532.0,29.5,20.1,0.8136
0.5,841.0,4.0,713.0,84.0,1293.0,80.0,1356.0,559.0,18.4,43.9,0.9192
1.1,885.0,4.8,753.0,147.0,878.0,49.0,1374.0,813.0,17.9,74.8,1.5219
2.1527495439145157,1057.0,5.1,768.0,246.8967349054159,958.0,113.09125081011017,1527.0,884.0,12.4,82.4,1.1848
2.1527495439145157,944.0,8.0,900.0,246.8967349054159,809.0,113.09125081011017,1549.0,830.0,22.8,49.8,1.367
4.7,1643.0,23.3,1384.0,339.0,667.0,124.0,2094.0,1610.0,11.5,60.0,0.8117
0.7,998.0,7.0,856.0,65.0,894.0,62.0,1488.0,926.0,14.9,54.7,0.9203
2.1527495439145157,1004.0,10.9,1012.0,246.8967349054159,730.0,113.09125081011017,1460.0,906.0,17.1,54.2,1.0503
6.1,1917.0,32.1,1601.0,314.0,631.0,162.0,2447.0,1843.0,22.5,35.4,0.9547
2.3,1009.0,14.0,1116.0,202.0,779.0,180.0,1602.0,877.0,32.2,17.1,0.8124
0.3,881.0,2.6,624.0,38.0,1135.0,47.0,1319.0,656.0,16.4,50.2,0.931
2.1527495439145157,1036.0,8.1,902.0,246.8967349054159,825.0,113.09125081011017,1558.0,1087.0,11.9,71.1,0.9899
1.4,966.0,5.1,770.0,191.0,900.0,74.0,1206.0,956.0,14.0,66.1,1.05
2.1527495439145157,970.0,2.8,642.0,246.8967349054159,922.0,113.09125081011017,1107.0,704.0,8.8,81.2,0.9214
0.6,869.0,2.4,614.0,246.8967349054159,1001.0,113.09125081011017,1565.0,674.0,25.6,63.5,2.0566
1.9,1122.0,8.0,897.0,118.0,991.0,91.0,1372.0,831.0,19.1,26.5,0.579
1.7,1001.0,7.3,871.0,245.0,806.0,87.0,1264.0,1071.0,16.6,58.5,1.0963
2.1,1174.0,10.0,979.0,316.0,611.0,212.0,1282.0,1142.0,8.3,64.4,0.7072
2.1527495439145157,934.0,4.3,730.0,246.8967349054159,906.0,113.09125081011017,1345.0,757.0,14.8,83.8,1.4005
2.4,1209.0,8.8,933.0,334.0,581.0,166.0,1329.0,1058.0,17.0,47.5,0.9146
2.1527495439145157,1175.0,17.0,1209.0,246.8967349054159,720.0,113.09125081011017,1829.0,1071.0,16.7,44.6,0.8393
0.7,964.0,3.7,697.0,61.0,1067.0,57.0,1516.0,717.0,15.8,64.3,1.1416
0.8,930.0,2.4,609.0,120.0,968.0,90.0,864.0,928.0,5.7,50.1,0.4629
3.9,1377.0,20.6,1313.0,191.0,612.0,109.0,2120.0,1220.0,18.3,62.8,1.3127
2.1527495439145157,927.0,5.2,774.0,246.8967349054159,883.0,113.09125081011017,976.0,755.0,8.6,45.1,0.5038
2.4,1142.0,12.1,1053.0,136.0,753.0,105.0,1814.0,979.0,20.4,54.0,1.2757
1.5,954.0,7.0,855.0,89.0,792.0,94.0,1474.0,745.0,25.2,40.8,1.2877
0.6,922.0,1.5,541.0,45.0,1453.0,57.0,1246.0,432.0,13.3,53.6,0.8169
2.1527495439145157,837.0,2.2,597.0,246.8967349054159,1129.0,113.09125081011017,1414.0,478.0,25.9,46.3,1.524
2.1527495439145157,1562.0,30.4,1559.0,246.8967349054159,453.0,113.09125081011017,2130.0,1918.0,28.6,37.3,1.4423
1.0,865.0,1.8,566.0,111.0,1119.0,94.0,797.0,423.0,4.0,52.9,0.4338
1.0,924.0,4.8,754.0,103.0,890.0,63.0,1327.0,783.0,20.4,60.4,1.4263
1.0,865.0,3.6,687.0,75.0,1191.0,78.0,1388.0,521.0,20.3,44.1,1.0392
2.4,1310.0,16.5,1194.0,266.0,538.0,83.0,1781.0,1487.0,24.4,55.4,1.6712
2.4,1056.0,12.0,1051.0,163.0,826.0,116.0,1758.0,1078.0,27.5,32.6,1.176
0.7,967.0,5.1,767.0,132.0,833.0,56.0,1416.0,866.0,16.8,81.3,1.5447
2.1527495439145157,1173.0,14.3,1127.0,176.0,709.0,159.0,1678.0,1194.0,39.1,16.0,1.11
1.0,827.0,3.1,660.0,178.0,1030.0,102.0,709.0,426.0,3.2,30.8,0.2399
0.9,799.0,2.5,617.0,158.0,1099.0,114.0,699.0,382.0,3.3,33.1,0.2592
0.6,847.0,2.5,618.0,30.0,1075.0,42.0,1442.0,529.0,25.1,55.3,1.733
2.1527495439145157,1398.0,15.2,1156.0,246.8967349054159,812.0,113.09125081011017,1722.0,1076.0,25.1,27.1,0.8496
1.0,926.0,4.3,727.0,119.0,925.0,65.0,1326.0,729.0,19.9,64.9,1.4905
2.1527495439145157,902.0,3.9,706.0,246.8967349054159,877.0,113.09125081011017,1463.0,708.0,22.0,62.3,1.6266
4.6,1531.0,17.9,1235.0,725.0,484.0,192.0,1541.0,1742.0,13.0,61.9,0.9224
1.9,1116.0,10.9,1012.0,249.0,699.0,125.0,1445.0,1290.0,19.7,49.3,1.1148
1.0,904.0,5.2,774.0,98.0,878.0,51.0,1329.0,805.0,15.7,76.3,1.3519
1.9,1086.0,12.6,1070.0,276.0,907.0,135.0,1423.0,924.0,33.0,20.1,0.9959
1.1,1009.0,6.1,816.0,200.0,799.0,69.0,1430.0,856.0,18.5,76.4,1.6112
2.1527495439145157,964.0,6.5,833.0,246.8967349054159,1003.0,113.09125081011017,1489.0,647.0,20.0,40.4,0.9354
2.6,1055.0,5.4,783.0,221.0,805.0,137.0,969.0,1167.0,6.7,47.6,0.4688
2.1527495439145157,872.0,2.7,632.0,37.0,1132.0,47.0,1403.0,768.0,15.6,62.2,1.0961
2.1527495439145157,1329.0,15.7,1172.0,246.8967349054159,561.0,113.09125081011017,1739.0,1204.0,25.9,44.2,1.4576
0.9,882.0,5.0,763.0,38.0,879.0,55.0,1388.0,656.0,23.3,45.3,1.2794
2.1527495439145157,1298.0,11.0,1015.0,246.8967349054159,647.0,113.09125081011017,1619.0,1056.0,24.7,51.9,1.5868
1.6,1120.0,5.1,770.0,246.8967349054159,756.0,113.09125081011017,1012.0,1191.0,7.7,49.7,0.5242
2.0,1065.0,6.7,844.0,351.0,780.0,212.0,979.0,1117.0,8.0,33.3,0.3591
1.0,1398.0,15.0,1149.0,461.0,535.0,192.0,1417.0,1699.0,15.0,50.2,0.8495
4.6,1523.0,14.5,1132.0,538.0,541.0,136.0,1488.0,1470.0,10.3,82.8,1.0369
2.8,1184.0,15.3,1157.0,338.0,586.0,94.0,1685.0,1273.0,18.2,71.4,1.4776
2.1527495439145157,866.0,3.4,675.0,246.8967349054159,1155.0,113.09125081011017,1337.0,841.0,16.7,46.5,0.8755
1.7,1014.0,6.7,843.0,279.0,791.0,116.0,1297.0,866.0,16.9,56.5,1.0801
2.1527495439145157,847.0,1.0,502.0,246.8967349054159,1198.0,113.09125081011017,1020.0,508.0,9.0,75.8,0.8721
2.1527495439145157,1113.0,10.6,1001.0,246.8967349054159,663.0,113.09125081011017,1783.0,1146.0,29.9,42.1,1.7474
1.1,1031.0,4.4,730.0,182.0,760.0,93.0,1129.0,905.0,9.5,63.1,0.7531
1.0,851.0,4.1,718.0,57.0,1134.0,67.0,1471.0,561.0,22.0,44.9,1.1699
1.5,1205.0,6.3,828.0,239.0,622.0,128.0,1344.0,1170.0,15.3,73.3,1.2655
2.4,1071.0,12.5,1068.0,303.0,798.0,115.0,1556.0,988.0,23.9,40.8,1.1937
2.1527495439145157,1010.0,3.0,650.0,246.8967349054159,1171.0,113.09125081011017,1434.0,664.0,13.7,66.5,1.0393
4.1,1204.0,23.1,1381.0,245.0,623.0,148.0,2085.0,1283.0,29.0,30.4,1.2013
4.9,1477.0,18.3,1247.0,643.0,456.0,241.0,1562.0,1733.0,15.5,48.3,0.8439
0.8,876.0,1.9,576.0,246.8967349054159,1040.0,113.09125081011017,815.0,900.0,1.0,56.7,0.3803
4.3,1348.0,21.8,1347.0,348.0,599.0,233.0,1903.0,1611.0,36.9,17.9,1.096
4.4,1261.0,25.7,1446.0,358.0,528.0,154.0,2061.0,1346.0,30.0,28.5,1.1896
4.4,1460.0,25.3,1438.0,260.0,680.0,196.0,1953.0,1489.0,30.0,19.4,0.81
2.1527495439145157,1117.0,11.2,1020.0,104.0,706.0,115.0,1731.0,973.0,35.8,28.7,1.6626
3.7,1419.0,18.9,1267.0,219.0,742.0,138.0,1763.0,1490.0,20.8,22.5,0.5463
1.2,1021.0,6.0,814.0,54.0,858.0,62.0,1545.0,615.0,35.1,29.6,1.6452
0.9,1042.0,3.8,701.0,208.0,795.0,114.0,945.0,1216.0,1.8,68.9,0.4878
4.3,1521.0,16.9,1208.0,681.0,497.0,179.0,1549.0,1770.0,12.2,65.8,0.931
2.1527495439145157,867.0,2.6,625.0,246.8967349054159,1213.0,113.09125081011017,1385.0,652.0,14.0,63.8,1.0167
0.8,793.0,3.9,703.0,48.0,1222.0,64.0,1439.0,627.0,18.7,49.0,1.0462
3.7,1451.0,18.8,1264.0,683.0,497.0,181.0,1408.0,1965.0,9.5,47.2,0.5589
1.4,1024.0,4.8,753.0,79.0,1131.0,91.0,1357.0,793.0,9.7,61.6,0.7425
2.1,1081.0,10.2,983.0,145.0,703.0,64.0,1546.0,1079.0,27.3,38.3,1.3669
0.7,912.0,2.0,587.0,140.0,922.0,99.0,1002.0,826.0,7.7,67.1,0.7074
1.0,885.0,4.6,743.0,53.0,1016.0,81.0,1379.0,647.0,32.6,24.6,1.1885
0.6,934.0,1.6,552.0,70.0,966.0,57.0,1063.0,520.0,13.1,64.0,0.9591
2.6,1049.0,15.1,1152.0,149.0,693.0,128.0,1730.0,1189.0,25.7,31.6,1.0285
1.5,1022.0,6.3,826.0,82.0,857.0,91.0,1627.0,777.0,26.9,45.5,1.5926
1.8,963.0,4.7,749.0,251.0,900.0,173.0,834.0,869.0,4.0,39.2,0.3228
2.1527495439145157,995.0,5.5,789.0,246.8967349054159,828.0,113.09125081011017,1432.0,874.0,19.8,66.9,1.5277
1.6,1079.0,11.1,1018.0,93.0,793.0,97.0,1739.0,850.0,40.1,19.3,1.4013
3.8,1454.0,17.5,1225.0,299.0,661.0,135.0,1809.0,1654.0,17.1,42.1,0.812
1.5,966.0,5.5,786.0,118.0,1111.0,98.0,1258.0,705.0,11.8,37.6,0.5184
2.2,1278.0,12.6,1070.0,256.0,557.0,142.0,1479.0,1110.0,16.6,52.4,0.981
1.4,930.0,6.6,838.0,189.0,957.0,78.0,1319.0,680.0,27.7,28.1,1.0272
2.3,1208.0,13.6,1104.0,394.0,598.0,65.0,1699.0,1165.0,17.6,74.8,1.491
4.7,1597.0,26.5,1466.0,320.0,518.0,109.0,2400.0,1687.0,16.9,66.1,1.2613
1.3,1003.0,8.9,937.0,125.0,850.0,81.0,1622.0,1005.0,21.3,41.8,1.0449
2.1527495439145157,1010.0,8.1,902.0,59.0,966.0,44.0,1676.0,724.0,28.9,35.7,1.3985
2.1527495439145157,1128.0,11.5,1032.0,87.0,733.0,99.0,1576.0,876.0,41.6,14.5,1.1483
1.4,992.0,4.4,731.0,170.0,1035.0,77.0,1149.0,911.0,15.3,59.1,1.0191
2.7,1222.0,14.5,1133.0,282.0,624.0,96.0,1698.0,1195.0,24.9,49.2,1.5251
1.4,1057.0,7.8,890.0,72.0,778.0,57.0,1701.0,801.0,31.4,40.7,1.8377
2.0,1273.0,9.6,963.0,98.0,832.0,82.0,1662.0,931.0,22.2,38.3,1.0106
0.8,889.0,2.3,603.0,112.0,1022.0,80.0,853.0,382.0,22.0,20.2,0.5274
3.2,1214.0,16.8,1203.0,445.0,580.0,129.0,1739.0,1308.0,20.7,58.6,1.4142
2.1527495439145157,1036.0,8.7,928.0,89.0,914.0,59.0,1787.0,909.0,21.9,60.9,1.5799
2.8,1100.0,12.4,1065.0,479.0,669.0,169.0,1072.0,1347.0,-0.5,45.9,0.2763
4.4,1355.0,18.1,1244.0,644.0,536.0,212.0,1454.0,1715.0,10.6,55.3,0.7058
3.4,1358.0,19.3,1278.0,176.0,689.0,149.0,1899.0,1192.0,28.8,26.3,1.0271
2.8,1359.0,19.5,1282.0,425.0,541.0,78.0,1912.0,1319.0,19.8,69.4,1.5859
2.6,1288.0,12.4,1064.0,317.0,539.0,153.0,1446.0,1123.0,22.8,34.9,0.9576
3.1,1485.0,17.6,1229.0,551.0,477.0,208.0,1450.0,1911.0,10.0,53.1,0.6495
0.4,872.0,1.7,564.0,246.8967349054159,1284.0,113.09125081011017,1385.0,494.0,15.6,65.3,1.1484
2.1527495439145157,879.0,2.4,611.0,246.8967349054159,1036.0,113.09125081011017,1189.0,779.0,16.6,59.6,1.117
3.6,1252.0,22.7,1369.0,248.0,681.0,129.0,2120.0,1390.0,19.3,46.0,1.0185
8.6,1510.0,27.9,1501.0,881.0,456.0,185.0,1901.0,1855.0,15.2,57.5,0.9829
1.9,1192.0,10.4,994.0,105.0,759.0,78.0,1780.0,1163.0,19.0,58.0,1.2581
4.2,1523.0,21.7,1342.0,745.0,466.0,184.0,1588.0,1677.0,6.4,82.9,0.8022
0.8,910.0,1.2,518.0,66.0,1130.0,59.0,936.0,404.0,5.7,70.3,0.6498
7.3,1587.0,41.2,1795.0,738.0,425.0,148.0,2531.0,1820.0,19.6,60.7,1.3713
3.0,1099.8331664998332,10.08310532754978,939.1533755978201,473.0,835.4936047158269,172.0,1456.2645979312647,1022.9061283505728,18.31782894005115,49.23420086753411,1.025530274719162
2.1527495439145157,939.0,6.9,853.0,96.0,890.0,81.0,1528.0,679.0,31.7,26.4,1.2153
1.6,1083.0,7.0,856.0,252.0,720.0,148.0,1010.0,975.0,8.2,41.8,0.4563
2.1527495439145157,886.0,5.2,774.0,246.8967349054159,868.0,113.09125081011017,1486.0,815.0,20.9,57.4,1.4037
0.4,734.0,0.8,478.0,51.0,2294.0,39.0,805.0,378.0,11.7,38.1,0.5223
2.3,1140.0,14.4,1129.0,132.0,765.0,94.0,1728.0,1023.0,23.8,31.7,0.9212
1.5,1122.0,5.8,803.0,211.0,733.0,115.0,1225.0,960.0,13.4,61.0,0.9348
4.4,1443.0,22.7,1371.0,221.0,664.0,160.0,1988.0,1425.0,27.5,24.7,0.8899
1.0,918.0,4.6,742.0,246.8967349054159,905.0,113.09125081011017,1386.0,720.0,19.9,68.4,1.5673
1.9,1287.0,10.1,982.0,115.0,841.0,124.0,1582.0,1291.0,17.8,47.0,0.9467
2.3,1269.0,11.9,1047.0,144.0,809.0,114.0,1721.0,1080.0,22.6,39.3,1.06
2.1527495439145157,866.0,2.3,603.0,48.0,1077.0,55.0,1459.0,589.0,25.8,50.9,1.6605
1.0,1136.0,3.3,672.0,62.0,1453.0,76.0,1333.0,730.0,10.7,60.0,0.7702
0.7,838.0,2.2,601.0,33.0,1361.0,43.0,1220.0,434.0,14.2,45.5,0.7333
2.1527495439145157,943.0,5.7,798.0,246.8967349054159,846.0,113.09125081011017,1571.0,743.0,27.6,45.2,1.6479
1.5,1024.0,7.6,882.0,77.0,791.0,87.0,1662.0,1072.0,25.3,47.6,1.513
0.7,986.0,2.3,602.0,96.0,878.0,61.0,1211.0,851.0,15.8,65.9,1.1792
4.4,1381.0,23.6,1394.0,560.0,495.0,107.0,1911.0,1558.0,20.6,60.2,1.4428
0.5,779.0,1.0,500.0,134.0,1361.0,84.0,652.0,313.0,-0.6,41.4,0.2478
0.3,1119.0,5.3,778.0,192.0,705.0,123.0,1187.0,1096.0,9.9,68.9,0.8388
2.1527495439145157,868.0,3.0,652.0,246.8967349054159,962.0,113.09125081011017,1526.0,740.0,27.0,51.8,1.8147
0.7,927.0,2.8,638.0,224.0,949.0,134.0,846.0,949.0,0.9,58.4,0.388
2.0,1027.0,7.7,887.0,133.0,927.0,97.0,1568.0,876.0,13.4,64.6,0.9864
4.2,1416.0,21.8,1346.0,612.0,609.0,192.0,1570.0,1945.0,15.1,50.2,0.8552
