CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.5,842.0,0.6,454.0,33.0,1433.0,32.0,788.0,292.0,5.8,59.4,0.5502
0.4,843.0,0.5,443.0,35.0,1490.0,34.0,730.0,262.0,5.2,57.2,0.5094
0.4,872.0,0.6,460.0,47.0,1359.0,45.0,755.0,288.0,4.5,63.1,0.5381
0.5,862.0,0.8,474.0,68.0,1312.0,59.0,753.0,310.0,5.2,54.5,0.486
3.4,1317.0,18.3,1247.0,667.0,558.0,182.0,1360.0,1571.0,0.9,59.1,0.3913
6.0,1508.0,27.0,1479.0,900.0,419.0,215.0,1685.0,2014.0,5.7,52.5,0.4851
5.3,1573.0,25.3,1436.0,679.0,407.0,207.0,1747.0,2056.0,12.8,46.2,0.6794
4.1,1454.0,20.1,1299.0,863.0,457.0,150.0,1606.0,1673.0,4.8,74.6,0.647
3.9,1446.0,21.2,1328.0,665.0,439.0,168.0,1620.0,1833.0,7.5,64.5,0.6702
3.5,1316.0,13.7,1105.0,670.0,511.0,199.0,1372.0,1828.0,11.7,49.3,0.6772
1.5,1272.0,13.8,1111.0,470.0,563.0,141.0,1279.0,1416.0,4.3,58.6,0.4915
2.9,1258.0,14.2,1124.0,408.0,552.0,172.0,1363.0,1194.0,22.8,24.6,0.6736
2.9,1272.0,17.3,1220.0,417.0,533.0,188.0,1353.0,1251.0,28.4,16.0,0.6095
3.6,1286.0,17.4,1223.0,573.0,529.0,210.0,1350.0,1348.0,27.9,15.6,0.5782
3.7,1321.0,15.8,1175.0,494.0,525.0,212.0,1366.0,1279.0,25.1,21.8,0.6854
2.5,1239.0,12.3,1062.0,431.0,558.0,159.0,1299.0,1380.0,23.2,23.3,0.6562
3.9,1463.0,23.2,1383.0,545.0,440.0,181.0,1636.0,1727.0,22.7,25.5,0.6944
0.3,811.0,1.0,494.0,60.0,1118.0,46.0,872.0,470.0,9.6,51.0,0.6082
0.4,848.0,1.3,530.0,75.0,1072.0,55.0,901.0,523.0,9.1,52.4,0.6074
